Round County Immigrants;Round State Immigrants;County Immigrants;County name;County;Anzahl der Datensätze;Origin (B05006 2016 5 yr (State));Origin (quickfilter 2);Origin (tooltip);Origin (quickfilter);Origin;State (B05006 2016 5 yr (State));State Immigrants;State;Total state immigrant population;Total state population
4.100;986.000;4144;Rockingham County, Virginia;Rockingham County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;299;Russell County, Virginia;Russell County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;804;Salem city, Virginia;Salem city;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;220;Scott County, Virginia;Scott County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
2.500;986.000;2470;Shenandoah County, Virginia;Shenandoah County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;396;Smyth County, Virginia;Smyth County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;101;Southampton County, Virginia;Southampton County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
9.300;986.000;9281;Spotsylvania County, Virginia;Spotsylvania County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
12.200;986.000;12246;Stafford County, Virginia;Stafford County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;744;Staunton city, Virginia;Staunton city;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
3.200;986.000;3239;Suffolk city, Virginia;Suffolk city;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;44;Surry County, Virginia;Surry County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;340;Sussex County, Virginia;Sussex County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;355;Tazewell County, Virginia;Tazewell County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
40.700;986.000;40732;Virginia Beach city, Virginia;Virginia Beach city;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;1247;Warren County, Virginia;Warren County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;879;Washington County, Virginia;Washington County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;1080;Waynesboro city, Virginia;Waynesboro city;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;581;Westmoreland County, Virginia;Westmoreland County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;1359;Williamsburg city, Virginia;Williamsburg city;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
3.200;986.000;3185;Winchester city, Virginia;Winchester city;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;469;Wise County, Virginia;Wise County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
;986.000;263;Wythe County, Virginia;Wythe County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
5.400;986.000;5410;York County, Virginia;York County;1;Total:;Total:;all countries;(Total);Total:;Virginia;986495;Virginia;986495;8310301
4.700;4.442.000;4731;St. Lawrence County, New York;St. Lawrence County;1;Total:;Total:;all countries;(Total);Total:;New York;4442211;New York;4442211;19697457
2.300;4.442.000;2299;Steuben County, New York;Steuben County;1;Total:;Total:;all countries;(Total);Total:;New York;4442211;New York;4442211;19697457
230.800;4.442.000;230820;Suffolk County, New York;Suffolk County;1;Total:;Total:;all countries;(Total);Total:;New York;4442211;New York;4442211;19697457
7.400;4.442.000;7356;Sullivan County, New York;Sullivan County;1;Total:;Total:;all countries;(Total);Total:;New York;4442211;New York;4442211;19697457
;4.442.000;1107;Tioga County, New York;Tioga County;1;Total:;Total:;all countries;(Total);Total:;New York;4442211;New York;4442211;19697457
13.300;4.442.000;13333;Tompkins County, New York;Tompkins County;1;Total:;Total:;all countries;(Total);Total:;New York;4442211;New York;4442211;19697457
13.700;4.442.000;13730;Ulster County, New York;Ulster County;1;Total:;Total:;all countries;(Total);Total:;New York;4442211;New York;4442211;19697457
2.200;4.442.000;2206;Warren County, New York;Warren County;1;Total:;Total:;all countries;(Total);Total:;New York;4442211;New York;4442211;19697457
;4.442.000;1383;Washington County, New York;Washington County;1;Total:;Total:;all countries;(Total);Total:;New York;4442211;New York;4442211;19697457
2.500;4.442.000;2456;Wayne County, New York;Wayne County;1;Total:;Total:;all countries;(Total);Total:;New York;4442211;New York;4442211;19697457
247.400;4.442.000;247410;Westchester County, New York;Westchester County;1;Total:;Total:;all countries;(Total);Total:;New York;4442211;New York;4442211;19697457
;4.442.000;744;Wyoming County, New York;Wyoming County;1;Total:;Total:;all countries;(Total);Total:;New York;4442211;New York;4442211;19697457
;4.442.000;613;Yates County, New York;Yates County;1;Total:;Total:;all countries;(Total);Total:;New York;4442211;New York;4442211;19697457
508.700;10.438.000;508749;Alameda County, California;Alameda County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
;10.438.000;37;Alpine County, California;Alpine County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
2.300;10.438.000;2254;Amador County, California;Amador County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
17.500;10.438.000;17501;Butte County, California;Butte County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
2.700;10.438.000;2653;Calaveras County, California;Calaveras County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
5.300;10.438.000;5334;Colusa County, California;Colusa County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
270.300;10.438.000;270315;Contra Costa County, California;Contra Costa County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
;10.438.000;1563;Del Norte County, California;Del Norte County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
17.200;10.438.000;17160;El Dorado County, California;El Dorado County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
205.800;10.438.000;205766;Fresno County, California;Fresno County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
5.300;10.438.000;5319;Glenn County, California;Glenn County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
7.200;10.438.000;7196;Humboldt County, California;Humboldt County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
56.900;10.438.000;56941;Imperial County, California;Imperial County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
;10.438.000;1756;Inyo County, California;Inyo County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
176.600;10.438.000;176647;Kern County, California;Kern County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
27.600;10.438.000;27620;Kings County, California;Kings County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
5.800;10.438.000;5764;Lake County, California;Lake County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
;10.438.000;1925;Lassen County, California;Lassen County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
3.474.300;10.438.000;3474253;Los Angeles County, California;Los Angeles County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
33.000;10.438.000;32967;Madera County, California;Madera County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
47.700;10.438.000;47660;Marin County, California;Marin County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
;10.438.000;1243;Mariposa County, California;Mariposa County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
11.000;10.438.000;11005;Mendocino County, California;Mendocino County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
67.400;10.438.000;67438;Merced County, California;Merced County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
;10.438.000;565;Modoc County, California;Modoc County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
2.400;10.438.000;2382;Mono County, California;Mono County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
129.200;10.438.000;129153;Monterey County, California;Monterey County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
32.200;10.438.000;32170;Napa County, California;Napa County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
6.300;10.438.000;6259;Nevada County, California;Nevada County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
951.500;10.438.000;951475;Orange County, California;Orange County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
38.700;10.438.000;38719;Placer County, California;Placer County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
;10.438.000;773;Plumas County, California;Plumas County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
508.500;10.438.000;508459;Riverside County, California;Riverside County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
303.400;10.438.000;303371;Sacramento County, California;Sacramento County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
11.400;10.438.000;11382;San Benito County, California;San Benito County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
449.000;10.438.000;448996;San Bernardino County, California;San Bernardino County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
765.500;10.438.000;765533;San Diego County, California;San Diego County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
296.800;10.438.000;296849;San Francisco County, California;San Francisco County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
166.200;10.438.000;166244;San Joaquin County, California;San Joaquin County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
29.100;10.438.000;29083;San Luis Obispo County, California;San Luis Obispo County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
260.600;10.438.000;260576;San Mateo County, California;San Mateo County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
101.000;10.438.000;101014;Santa Barbara County, California;Santa Barbara County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
717.600;10.438.000;717550;Santa Clara County, California;Santa Clara County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
48.700;10.438.000;48738;Santa Cruz County, California;Santa Cruz County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
8.600;10.438.000;8614;Shasta County, California;Shasta County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
;10.438.000;127;Sierra County, California;Sierra County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
2.200;10.438.000;2160;Siskiyou County, California;Siskiyou County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
86.500;10.438.000;86456;Solano County, California;Solano County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
83.700;10.438.000;83650;Sonoma County, California;Sonoma County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
108.000;10.438.000;107953;Stanislaus County, California;Stanislaus County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
21.600;10.438.000;21553;Sutter County, California;Sutter County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
5.200;10.438.000;5243;Tehama County, California;Tehama County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
;10.438.000;642;Trinity County, California;Trinity County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
102.500;10.438.000;102459;Tulare County, California;Tulare County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
2.500;10.438.000;2498;Tuolumne County, California;Tuolumne County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
192.400;10.438.000;192364;Ventura County, California;Ventura County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
46.500;10.438.000;46465;Yolo County, California;Yolo County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
9.000;10.438.000;8962;Yuba County, California;Yuba County;1;Total:;Total:;all countries;(Total);Total:;California;10437503;California;10437503;38654206
;245.000;321;Beaver County, Utah;Beaver County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;1452;Box Elder County, Utah;Box Elder County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
8.500;245.000;8452;Cache County, Utah;Cache County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;616;Carbon County, Utah;Carbon County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;20;Daggett County, Utah;Daggett County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
15.400;245.000;15427;Davis County, Utah;Davis County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;626;Duchesne County, Utah;Duchesne County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;170;Emery County, Utah;Emery County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;162;Garfield County, Utah;Garfield County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;460;Grand County, Utah;Grand County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
2.100;245.000;2100;Iron County, Utah;Iron County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;151;Juab County, Utah;Juab County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;222;Kane County, Utah;Kane County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;936;Millard County, Utah;Millard County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;310;Morgan County, Utah;Morgan County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;19;Piute County, Utah;Piute County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;32;Rich County, Utah;Rich County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
135.600;245.000;135592;Salt Lake County, Utah;Salt Lake County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;259;San Juan County, Utah;San Juan County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;1169;Sanpete County, Utah;Sanpete County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;416;Sevier County, Utah;Sevier County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
3.800;245.000;3839;Summit County, Utah;Summit County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
2.500;245.000;2541;Tooele County, Utah;Tooele County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;1093;Uintah County, Utah;Uintah County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
39.400;245.000;39395;Utah County, Utah;Utah County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
2.700;245.000;2725;Wasatch County, Utah;Wasatch County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
8.700;245.000;8707;Washington County, Utah;Washington County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;245.000;84;Wayne County, Utah;Wayne County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
17.500;245.000;17456;Weber County, Utah;Weber County;1;Total:;Total:;all countries;(Total);Total:;Utah;244752;Utah;244752;2948427
;28.000;1620;Addison County, Vermont;Addison County;1;Total:;Total:;all countries;(Total);Total:;Vermont;27555;Vermont;27555;626249
;28.000;958;Bennington County, Vermont;Bennington County;1;Total:;Total:;all countries;(Total);Total:;Vermont;27555;Vermont;27555;626249
;28.000;561;Caledonia County, Vermont;Caledonia County;1;Total:;Total:;all countries;(Total);Total:;Vermont;27555;Vermont;27555;626249
13.200;28.000;13158;Chittenden County, Vermont;Chittenden County;1;Total:;Total:;all countries;(Total);Total:;Vermont;27555;Vermont;27555;626249
;28.000;224;Essex County, Vermont;Essex County;1;Total:;Total:;all countries;(Total);Total:;Vermont;27555;Vermont;27555;626249
;28.000;1362;Franklin County, Vermont;Franklin County;1;Total:;Total:;all countries;(Total);Total:;Vermont;27555;Vermont;27555;626249
;28.000;282;Grand Isle County, Vermont;Grand Isle County;1;Total:;Total:;all countries;(Total);Total:;Vermont;27555;Vermont;27555;626249
;28.000;826;Lamoille County, Vermont;Lamoille County;1;Total:;Total:;all countries;(Total);Total:;Vermont;27555;Vermont;27555;626249
;28.000;561;Orange County, Vermont;Orange County;1;Total:;Total:;all countries;(Total);Total:;Vermont;27555;Vermont;27555;626249
;28.000;1093;Orleans County, Vermont;Orleans County;1;Total:;Total:;all countries;(Total);Total:;Vermont;27555;Vermont;27555;626249
;28.000;1436;Rutland County, Vermont;Rutland County;1;Total:;Total:;all countries;(Total);Total:;Vermont;27555;Vermont;27555;626249
2.100;28.000;2110;Washington County, Vermont;Washington County;1;Total:;Total:;all countries;(Total);Total:;Vermont;27555;Vermont;27555;626249
;28.000;1355;Windham County, Vermont;Windham County;1;Total:;Total:;all countries;(Total);Total:;Vermont;27555;Vermont;27555;626249
2.000;28.000;2009;Windsor County, Vermont;Windsor County;1;Total:;Total:;all countries;(Total);Total:;Vermont;27555;Vermont;27555;626249
6.300;768.000;6335;Rowan County, North Carolina;Rowan County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
2.000;768.000;2006;Rutherford County, North Carolina;Rutherford County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
6.200;768.000;6200;Sampson County, North Carolina;Sampson County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;781;Scotland County, North Carolina;Scotland County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1841;Stanly County, North Carolina;Stanly County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;769;Stokes County, North Carolina;Stokes County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
3.800;768.000;3843;Surry County, North Carolina;Surry County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;241;Swain County, North Carolina;Swain County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1336;Transylvania County, North Carolina;Transylvania County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;242;Tyrrell County, North Carolina;Tyrrell County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
19.800;768.000;19754;Union County, North Carolina;Union County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1764;Vance County, North Carolina;Vance County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
129.900;768.000;129927;Wake County, North Carolina;Wake County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;663;Warren County, North Carolina;Warren County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;298;Washington County, North Carolina;Washington County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1538;Watauga County, North Carolina;Watauga County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
9.300;768.000;9299;Wayne County, North Carolina;Wayne County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
2.800;768.000;2848;Wilkes County, North Carolina;Wilkes County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
5.500;768.000;5518;Wilson County, North Carolina;Wilson County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;1964;Yadkin County, North Carolina;Yadkin County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;768.000;533;Yancey County, North Carolina;Yancey County;1;Total:;Total:;all countries;(Total);Total:;North Carolina;767614;North Carolina;767614;9940828
;27.000;340;Davison County, South Dakota;Davison County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;42;Day County, South Dakota;Day County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;16;Deuel County, South Dakota;Deuel County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;14;Dewey County, South Dakota;Dewey County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;25;Douglas County, South Dakota;Douglas County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;41;Edmunds County, South Dakota;Edmunds County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;136;Fall River County, South Dakota;Fall River County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;4;Faulk County, South Dakota;Faulk County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;278;Grant County, South Dakota;Grant County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;30;Gregory County, South Dakota;Gregory County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;0;Haakon County, South Dakota;Haakon County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;163;Hamlin County, South Dakota;Hamlin County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;7;Hand County, South Dakota;Hand County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;2;Hanson County, South Dakota;Hanson County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;11;Harding County, South Dakota;Harding County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;215;Hughes County, South Dakota;Hughes County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;78;Hutchinson County, South Dakota;Hutchinson County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;12;Hyde County, South Dakota;Hyde County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;65;Jackson County, South Dakota;Jackson County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;59;Jerauld County, South Dakota;Jerauld County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;2;Jones County, South Dakota;Jones County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;109;Kingsbury County, South Dakota;Kingsbury County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;92;Lake County, South Dakota;Lake County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;726;Lawrence County, South Dakota;Lawrence County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;1132;Lincoln County, South Dakota;Lincoln County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;42;Lyman County, South Dakota;Lyman County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;225;Marshall County, South Dakota;Marshall County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;100;McCook County, South Dakota;McCook County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;21;McPherson County, South Dakota;McPherson County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;442;Meade County, South Dakota;Meade County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;11;Mellette County, South Dakota;Mellette County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;44;Miner County, South Dakota;Miner County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
11.600;27.000;11592;Minnehaha County, South Dakota;Minnehaha County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;252;Moody County, South Dakota;Moody County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;32;Oglala Lakota County, South Dakota;Oglala Lakota County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
2.300;27.000;2300;Pennington County, South Dakota;Pennington County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;23;Perkins County, South Dakota;Perkins County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;13;Potter County, South Dakota;Potter County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;87;Roberts County, South Dakota;Roberts County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;29;Sanborn County, South Dakota;Sanborn County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;34;Spink County, South Dakota;Spink County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;33;Stanley County, South Dakota;Stanley County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;13;Sully County, South Dakota;Sully County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;189;Todd County, South Dakota;Todd County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;58;Tripp County, South Dakota;Tripp County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;56;Turner County, South Dakota;Turner County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;387;Union County, South Dakota;Union County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;225;Walworth County, South Dakota;Walworth County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
