Round County Immigrants;Round State Immigrants;County Immigrants;County name;County;Anzahl der Datensätze;Origin (B05006 2016 5 yr (State));Origin (quickfilter 2);Origin (tooltip);Origin (quickfilter);Origin;State (B05006 2016 5 yr (State));State Immigrants;State;Total state immigrant population;Total state population
;27.000;445;Yankton County, South Dakota;Yankton County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;27.000;30;Ziebach County, South Dakota;Ziebach County;1;Total:;Total:;all countries;(Total);Total:;South Dakota;27195;South Dakota;27195;851058
;277.000;563;Adams County, Wisconsin;Adams County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;174;Ashland County, Wisconsin;Ashland County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;1081;Barron County, Wisconsin;Barron County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;256;Bayfield County, Wisconsin;Bayfield County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
14.400;277.000;14413;Brown County, Wisconsin;Brown County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;209;Buffalo County, Wisconsin;Buffalo County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;190;Burnett County, Wisconsin;Burnett County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;1530;Calumet County, Wisconsin;Calumet County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;676;Chippewa County, Wisconsin;Chippewa County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;934;Clark County, Wisconsin;Clark County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;1169;Columbia County, Wisconsin;Columbia County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;145;Crawford County, Wisconsin;Crawford County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
42.700;277.000;42667;Dane County, Wisconsin;Dane County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;1666;Dodge County, Wisconsin;Dodge County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;697;Door County, Wisconsin;Door County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;705;Douglas County, Wisconsin;Douglas County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;1120;Dunn County, Wisconsin;Dunn County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
3.400;277.000;3379;Eau Claire County, Wisconsin;Eau Claire County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;39;Florence County, Wisconsin;Florence County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
3.600;277.000;3620;Fond du Lac County, Wisconsin;Fond du Lac County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;101;Forest County, Wisconsin;Forest County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;834;Grant County, Wisconsin;Grant County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;913;Green County, Wisconsin;Green County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;702;Green Lake County, Wisconsin;Green Lake County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;295;Iowa County, Wisconsin;Iowa County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;59;Iron County, Wisconsin;Iron County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;283;Jackson County, Wisconsin;Jackson County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
3.300;277.000;3294;Jefferson County, Wisconsin;Jefferson County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;574;Juneau County, Wisconsin;Juneau County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
10.400;277.000;10378;Kenosha County, Wisconsin;Kenosha County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;395;Kewaunee County, Wisconsin;Kewaunee County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
3.500;277.000;3498;La Crosse County, Wisconsin;La Crosse County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;384;Lafayette County, Wisconsin;Lafayette County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;358;Langlade County, Wisconsin;Langlade County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;231;Lincoln County, Wisconsin;Lincoln County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
2.000;277.000;2023;Manitowoc County, Wisconsin;Manitowoc County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
5.500;277.000;5451;Marathon County, Wisconsin;Marathon County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;594;Marinette County, Wisconsin;Marinette County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;324;Marquette County, Wisconsin;Marquette County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;125;Menominee County, Wisconsin;Menominee County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
84.300;277.000;84338;Milwaukee County, Wisconsin;Milwaukee County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;990;Monroe County, Wisconsin;Monroe County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;543;Oconto County, Wisconsin;Oconto County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;547;Oneida County, Wisconsin;Oneida County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
7.200;277.000;7214;Outagamie County, Wisconsin;Outagamie County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
4.000;277.000;4031;Ozaukee County, Wisconsin;Ozaukee County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;113;Pepin County, Wisconsin;Pepin County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;611;Pierce County, Wisconsin;Pierce County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;528;Polk County, Wisconsin;Polk County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
2.200;277.000;2201;Portage County, Wisconsin;Portage County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;230;Price County, Wisconsin;Price County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
9.900;277.000;9870;Racine County, Wisconsin;Racine County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;402;Richland County, Wisconsin;Richland County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
7.400;277.000;7378;Rock County, Wisconsin;Rock County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;270;Rusk County, Wisconsin;Rusk County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;1769;Sauk County, Wisconsin;Sauk County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;247;Sawyer County, Wisconsin;Sawyer County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;546;Shawano County, Wisconsin;Shawano County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
6.600;277.000;6633;Sheboygan County, Wisconsin;Sheboygan County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
2.100;277.000;2128;St. Croix County, Wisconsin;St. Croix County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;300;Taylor County, Wisconsin;Taylor County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;1179;Trempealeau County, Wisconsin;Trempealeau County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;282;Vernon County, Wisconsin;Vernon County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;384;Vilas County, Wisconsin;Vilas County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
6.300;277.000;6282;Walworth County, Wisconsin;Walworth County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;201;Washburn County, Wisconsin;Washburn County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
3.600;277.000;3626;Washington County, Wisconsin;Washington County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
19.400;277.000;19383;Waukesha County, Wisconsin;Waukesha County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;944;Waupaca County, Wisconsin;Waupaca County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;675;Waushara County, Wisconsin;Waushara County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
5.600;277.000;5625;Winnebago County, Wisconsin;Winnebago County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;277.000;1713;Wood County, Wisconsin;Wood County;1;Total:;Total:;all countries;(Total);Total:;Wisconsin;277232;Wisconsin;277232;5754798
;231.000;246;Abbeville County, South Carolina;Abbeville County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
7.100;231.000;7056;Aiken County, South Carolina;Aiken County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;110;Allendale County, South Carolina;Allendale County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
5.200;231.000;5202;Anderson County, South Carolina;Anderson County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;214;Bamberg County, South Carolina;Bamberg County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;289;Barnwell County, South Carolina;Barnwell County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
15.800;231.000;15794;Beaufort County, South Carolina;Beaufort County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
10.300;231.000;10344;Berkeley County, South Carolina;Berkeley County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;447;Calhoun County, South Carolina;Calhoun County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
18.500;231.000;18528;Charleston County, South Carolina;Charleston County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;1219;Cherokee County, South Carolina;Cherokee County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;208;Chester County, South Carolina;Chester County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;1405;Chesterfield County, South Carolina;Chesterfield County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;503;Clarendon County, South Carolina;Clarendon County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;750;Colleton County, South Carolina;Colleton County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;1215;Darlington County, South Carolina;Darlington County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;918;Dillon County, South Carolina;Dillon County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
7.000;231.000;7009;Dorchester County, South Carolina;Dorchester County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;1084;Edgefield County, South Carolina;Edgefield County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;438;Fairfield County, South Carolina;Fairfield County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
3.700;231.000;3702;Florence County, South Carolina;Florence County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;1388;Georgetown County, South Carolina;Georgetown County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
37.800;231.000;37834;Greenville County, South Carolina;Greenville County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
2.800;231.000;2822;Greenwood County, South Carolina;Greenwood County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
;231.000;377;Hampton County, South Carolina;Hampton County;1;Total:;Total:;all countries;(Total);Total:;South Carolina;230716;South Carolina;230716;4834605
